id,mp_name,party,electorate,declaration_date,category,sub_category,entity,canonical_entity,item,details
349e8b50-116c-4dbb-9b7e-988322ab4cfe,Jason Clare,Australian Labor Party,Blaxland,2011-08-24,Income,Other Income,"Airbus Military, Navantia, Al Group","Airbus Military, Navantia, Al Group","Branded Book, Tie, Plaques & Model Ship","A branded book from Airbus Military, Spain – 3 August 2011 (no commercial value); A tie, two commemorative plaques and a glass encased model ship from Navantia, Spain - 4 August 2011 (approximate total value $200); Private Dinner hosted by Al Group, Sydney - 10 August 2011 (approximate value $120)."
60c70d76-8904-46ce-b3a7-7d5f4d8b76c4,Jason Clare,Australian Labor Party,Blaxland,2011-10-11,Unknown,Other,"PixiFoto Roselands, Heinz Australia, Church and Dwight Co","PixiFoto Roselands, Heinz Australia, Church and Dwight Co",Donations for local community event,"Held local community event called ""Welcoming the Babies"". The following organisations provided donations: PixiFoto Roselands gift voucher (approximate value $400); Heinz Australia products (approximate value $400); Church and Dwight Co product samples (approximate value $100); Bounty Bags (approximate value $2,000)"
500c840a-1e28-413e-a9e7-18fb58739c34,Jason Clare,Australian Labor Party,Blaxland,2012-02-27,Gift,Other Gift,"Police Services Association, Tongan Police Minister","Police Services Association, Tongan Police Minister",Neck tie and wall hanging,"Police Services Association, 13 February 2012 - neck tie, estimated value $30.00. Tongan Police Minister, 15 February 2012 - Kingdom of Tonga wall hanging, estimated value $30.00."
da554586-a65d-4ff9-9d2c-b4e1497cb633,Jason Clare,Australian Labor Party,Blaxland,2012-02-27,Income,Other Income,"Cyprus High Commission, Varley Group, Bruck Group, Indonesian National Police Chief","Cyprus High Commission, Varley Group, Bruck Group, Indonesian National Police Chief","Diary, Book, Commemorative Book & Framed Photo","Cyprus High Commission, 2 February 2012 – 2012 bound diary and book ""Window on Cyprus"", combined estimated value $60.00. Varley Group, 10 February 2012 - commemorative book of the company's history, no commercial value. Bruck Group, 10 February 2012 - framed photo, estimated value $60.00. Indonesian National Police Chief, 20 February 2012 - commemorative plaque and wall hanging, combined estimated value $100.00."
414f7ed9-8730-4161-9b7c-6f9a10ca14d4,Jason Clare,Australian Labor Party,Blaxland,2012-06-30,Asset,Other Asset,"Korean Ambassador, Tourism & Transport Forum, Swan Valley Council","Korean Ambassador, Tourism & Transport Forum, Swan Valley Council","Business card holder, towel, wine","Korean Ambassador, 8 May 2012 – business card holder and key ring set, estimated value $50.00. Tourism & Transport Forum, 15 June 2012 - Sheridan beach towel, estimated value $80.00. Swan Valley Council, 26 June 2012 - a bottle of wine, estimated value $30.00."
5036e01f-c15d-4dd5-95e7-9076142d2e25,Jason Clare,Australian Labor Party,Blaxland,2012-08-22,Asset,Shares,"US Customs and Border Protection, Woolworths, Defence Materials Technology Centre, Sri Lankan High Commission","US Customs and Border Protection, Woolworths, Defence Materials Technology Centre, Sri Lankan High Commission","Pewter mugs, grocery pack, photo, tea","Set of four pewter mugs, 12 July 2012 - US Customs and Border Protection. Estimated value $150. Grocery pack and flowers, 9 August 2012 -Woolworths new store opening, Berala. Estimated value $50. Framed photo with ceramic plate, 15 August 2012 - Defence Materials Technology Centre (DMTC). Estimated value $200. Pure Ceylon Tea gift pack, 20 August 2012 - Sri Lankan High Commission. Estimated value $20."
0068b242-5278-44fe-af04-b58b527cd707,Jason Clare,Australian Labor Party,Blaxland,2012-09-13,Income,Other Income,"Indonesian Government, Indonesian Minister for Law and Human Rights, Chief of Indonesian National Police, Indonesian Deputy Attorney General, Lebanese Community","Indonesian Government, Indonesian Minister for Law and Human Rights, Chief of Indonesian National Police, Indonesian Deputy Attorney General, Lebanese Community","Framed Photograph, Commemorative Plaques & Coffee Table Book","Indonesian Government, 4 September 2012 - framed photograph of Ministers in attendance at bilateral meetings, estimated value $50.00. Indonesian Minister for Law and Human Rights, 4 September 2012 -framed commemorative plaque, estimated value $50.00. Chief of Indonesian National Police, 4 September 2012-commemorative plaque, estimated value $50.00. Indonesian Deputy Attorney General, 4 September 2012 --commemorative plaque, estimated value $50.00. Lebanese Community, 13 September 2012 – Ikats of Central Asia coffee table book, estimated value $50.00."
9344de94-1e80-4086-9743-3aa9cfc635eb,Jason Clare,Australian Labor Party,Blaxland,2012-10-03,Asset,Other Asset,"Thales, Jordanian Government","Thales, Jordanian Government",Armoured vehicle model & commemorative plaque,"Thales, 14 September 2012 - glass encased model of armoured vehicle ""Hawkei"", estimated value $100.00, Jordanian Government, 25 September 2012 --commemorative plaque and Royal Guard accessory, combined estimated value $150.00"
877dfbfb-b784-4371-b950-e72f617ab11f,Jason Clare,Australian Labor Party,Blaxland,2013-02-21,Income,Other Income,"Boeing, Minter Ellison","Boeing, Minter Ellison",Framed Art Work & Book,"Boeing, 19 November 2012 - framed art work of ""Wedgetail"" aeroplane, estimated value $100.00. Minter Ellison, 11 February 2013 - book The Revenge of Geography, estimated value $40.00."
54d633c9-20bc-4cab-8bd8-87c804c6a284,Jason Clare,Australian Labor Party,Blaxland,2013-04-12,Gift,Entertainment,"Bankstown Sports Club, NRL",Bankstown Sports Club,Wine bottles and corporate box tickets,"Bankstown Sports Club, 18 March 2013 – commemorative bottles of wine for the John Mackay Sports Centre Memorial Oval, estimated value $100.00. Bulldogs v Rabbitohs NRL, 29 March 2013 - two complimentary tickets in the Bulldogs' corporate box, estimated value $200.00."
409cca87-2b57-4e14-a466-0af477f03ad5,Jason Clare,Australian Labor Party,Blaxland,2013-05-01,Travel,Other Travel,"Bankstown Sports Club, Channel 9, Interlink Roads, Bankstown RSL, Linfox, Pickles Auctions","Bankstown Sports Club, Channel 9, Interlink Roads, Bankstown RSL, Linfox, Pickles Auctions",Mateship Trek and complimentary Air New Guinea Upgrade,"From 15 to 25 April 2013, the Member for Cook and myself travelled with a group of young people to Papua New Guinea on the Mateship Trek, along the Black Cat Track between Wau and Salamaua. I received a complimentary upgrade on Air New Guinea flight PX005 from Port Moresby to Brisbane on 25 April 2013."
34cd1ae4-8ac9-4bcc-a68b-1998d108eb87,Jason Clare,Australian Labor Party,Blaxland,2013-05-31,Gift,Decorative,Teochew Association Cabramatta and Shantou Municipal Council (China),Teochew Association Cabramatta and Shantou Municipal Council (China),Commemorative plaque with coin and silk print,"Teochew Association Cabramatta and Shantou Municipal Council (China), commemorative plaque with 40th Anniversary coin and framed silk print, approximate value $200."
7d4b2619-b443-4ee7-80ba-d53246230b70,John Kenneth Cobb,National Party of Australia,Calare,2010-08-21,Membership,Other Membership,Unions and Universities Club,Unions and Universities Club,Unions and Universities Club Membership,Membership of any organisation where a conflict of interest with a Member's public duties could foreseeably arise or be seen to arise
29936a7f-899a-426d-ba16-c4a5510e0054,Gregory Ivan Combet,Australian Labor Party,Shortland,2010-10-07,Membership,Other Membership,"Liquor, Hospitality and Miscellaneous Workers Union","Liquor, Hospitality and Miscellaneous Workers Union","Liquor, Hospitality and Miscellaneous Workers Union Membership",Unknown
f901e05b-ea9f-47ca-96ab-8c6fc96ff2cc,Gregory Ivan Combet,Australian Labor Party,Shortland,2010-10-06,Gift,Entertainment,"Guest of Construction, Forestry, Mining and Energy Union","Guest of Construction, Forestry, Mining and Energy Union",NRL Grand Final ticket,"NRL Grand Final, 3 October, 2010"
6dcb48dc-ac5d-4194-ad61-9b5a1a496391,Mark Coulton,National Party of Australia,Parkes,2010-10-18,Membership,Other Membership,MM and RA COULTON,MM & RA COULTON,Partner Farming,Partner Farming
c36f7ada-e74f-41b2-b0ea-3edaed526f5f,Mark Coulton,National Party of Australia,Parkes,2010-10-18,Membership,Other Membership,MM and RA COULTON,MM & RA COULTON,Partner Farming,Partner Farming
7f46c420-3fb8-4981-b6ea-5e0ef5007d17,Simon Findlay Crean,Australian Labor Party,Hotham,2012-06-19,Income,Other Income,"Maria Vandamme, Melba Foundation","Maria Vandamme, Melba Foundation","CDs, DVDs & Fanfare Book","Received a number of CDs, DVDs and a Fanfare book, from Ms Maria Vandamme, Melba Foundation. I have donated the music to schools throughout my electorate and the Clayton Library received the Fanfare book."
c6b0c30a-265c-4e80-81af-04b46c5f56a2,Tony Crook,Nationals WA,O'Connor,2010-10-15,Unknown,Other,"Education Department, WA",Department of Education,Employment,Employment
23823fab-017d-4cb6-8926-36b38245d509,Michael Danby,Australian Labor Party,Macnamara,2012-03-21,Travel,Other Travel,NATO/SHAPE,NATO/SHAPE,Economy return flights and Accommodation,Economy return flights to Brussels. Accommodation for three days
9fc81a23-ea6d-41cd-9f66-130cca3d878b,Yvette D'Ath,Australian Labor Party,Petrie,2011-07-22,Travel,Other Travel,Australian Political Exchange Council and the Korea Foundation,Australian Political Exchange Council and the Korea Foundation,Delegation to the Republic of Korea,"Attended a delegation of young political representatives to the Republic of Korea. The delegation departed Australia, Friday 24th of June 2011 and returned to Australia on Saturday, 2 July 2011. All travel, accommodation and hospitality expenses were met by the Australian Political Exchange Council and the Korea Foundation. Gifts were presented, including items such as business card holder, decorative pencil case, letter opener, and other small items. Also provided was a small digital photo frame."
2e290ae9-24bf-4882-b8e3-d1e614e9f744,Yvette D'Ath,Australian Labor Party,Petrie,2013-08-05,Gift,Other Gift,Redcliffe and Districts Cricket Club,Redcliffe and Districts Cricket Club,Signed New Zealand ICC World Twenty20 England 2009 shirt,I received a New Zealand ICC World Twenty20 England 2009 shirt with some player signatures as a prize in raffle by the Redcliffe and Districts Cricket Club at the Einbunpin Festival on Sunday 28 July 2013.
e44358d4-9754-4ad9-9587-3fb42bd643f3,Peter Dutton,Liberal National Party,Dickson,2010-10-21,Asset,Other Asset,"QPCU, Westpac, CBA","Westpac, CBA, QPCU",Savings Account,"Savings A/C, Savings"
f32b890b-ec6a-43d3-82bb-acedc516fb3c,Peter Dutton,Liberal National Party,Dickson,2010-10-21,Liability,Loan,"Westpac, CBA, QPCU","Westpac, CBA, QPCU","Loan, Overdraft","Loan, Overdraft"
498d03a6-da8b-4257-91f5-a2109ffe9ccb,Peter Dutton,Liberal National Party,Dickson,2010-10-21,Membership,Professional,"Qantas, Virgin","Qantas, Virgin",Chairman's Lounge & Velocity Card,"Chairman's Lounge Membership (Qantas), Velocity Card/Lounge Access (Virgin), Foxtel Connection at Electorate Office, Partners Chairman's Lounge Membership"
f680e93d-dfe0-4d94-b94d-7e81dc49697b,Peter Dutton,Liberal National Party,Dickson,2010-10-21,Asset,Other Asset,Dutton Holdings (QLD) P/L,Dutton Holdings (Qld) P/L,Wife's Employment Income,My wife is employed by Dutton Holdings (QLD) P/L and Bald Hills Child Care
62acda99-d31f-4987-8324-4bf93a2ca6a2,Peter Dutton,Liberal National Party,Dickson,2012-05-22,Membership,Other Membership,Bald Hills Child Care P/L,Bald Hills Child Care P/L,Child Care Centre Directorship,"Kirilly Dutton, Directorship"
e898befe-4920-43a9-8340-47766c4198e3,Peter Dutton,Liberal National Party,Dickson,2012-11-12,Liability,Other Liability,"Westpac, National Australia Bank",National Australia Bank,Refinanced Borrowings,Re-financed part of borrowings from Westpac to National Australia Bank
757e31a2-0b1f-4762-8592-1bbcc515f1e1,Warren Entsch,Liberal National Party,Leichhardt,2011-02-02,Unknown,Other,"Australian Subscription Television and Radio Association (ASTRA), Austar",Australian Subscription Television and Radio Association,Subscription Television Connection,Subscription television connection installed at electorate office at no cost
79a5170b-1b55-4b31-ab32-1247d72f6f76,Warren Entsch,Liberal National Party,Leichhardt,2012-06-14,Travel,Other Travel,Treaty Village Association of the South Fly District and Reef and Rainforest Research Centre (RRRC),Treaty Village Association of the South Fly District and Reef and Rainforest Research Centre (RRRC),Return Flight Cairns to Daru,Travelled on RRRC air craft from Cairns to Daru return. Accepted invitation from the Treaty Village Association of the South Fly District in Papua New Guinea to attend the Commissioning of the Sustainability of the Coastal Communities of the South Fly Project.
6a4e8cd4-2664-4ccf-96a9-d07631f6443c,Joel Fitzgibbon,Australian Labor Party,Hunter,2013-06-25,Unknown,Other,"Minister of Foreign Affairs and Cooperation, Kingdom of Morocco","Minister of Foreign Affairs and Cooperation, Kingdom of Morocco",Pottery artefact,"Gift from the Minister of Foreign Affairs and Cooperation, Kingdom of Morocco: a pottery artefact"
6500c885-bec1-4bc3-98ca-45201f73d8fb,Paul Fletcher,Liberal Party of Australia,Bradfield,2010-08-21,Asset,Other Asset,Griff-Dev Investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,Griff-Dev Investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,Cash Management Trust,Macquarie Cash Management Trust
e77ca0a7-944b-4687-97ff-8222d67acb70,Paul Fletcher,Liberal Party of Australia,Bradfield,2010-08-21,Asset,Shares,Griff-Dev Investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,Griff-Dev Investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,Shares,N/A
e6bca3bb-5b1b-4bfd-b235-d76e7600839e,Paul Fletcher,Liberal Party of Australia,Bradfield,2010-08-21,Asset,Shares,Griff-Dev investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,Griff-Dev Investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,Investment Income,Income from investments
b1c3eee4-e6ec-49c2-b081-99c36fcbe6db,Paul Fletcher,Liberal Party of Australia,Bradfield,2012-02-17,Travel,Other Travel,Australia / Israel & Jewish Affairs Council,Australian Israel and Jewish Affairs Council,Study trip to Israel,"Study trip to Israel 28/1/12 - 4/2/12, funded by Australia / Israel & Jewish Affairs Council"
abc58bca-fbac-46de-80fe-5044271e818e,Paul Fletcher,Liberal Party of Australia,Bradfield,2012-02-17,Asset,Other Asset,"Mercer MMF Australian Inflation Linked Bond Fund, UBS Australian Bond Fund, EQT PIMCO Global Real Return Fund, EQT PIMCO Diversified Fixed Interest Fund","Mercer MMF Australian Inflation Linked Bond Fund, UBS Australian Bond Fund, EQT PIMCO Global Real Return Fund, EQT PIMCO Diversified Fixed Interest Fund",Shares,Devizes Investments Pty Ltd holds units in the listed funds
a35cd557-ddca-46f8-985c-1331b3b48dad,Paul Fletcher,Liberal Party of Australia,Bradfield,2012-02-17,Asset,Other Asset,Griff Dev Investments Pty Ltd atf P&M Fletcher Superannuation Fund,Griff-Dev Investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,Shares,Griff Dev Investments Pty Ltd atf P&M Fletcher Superannuation Fund holds units in the Ardea Wholesale Australian Inflation Linked Bond Fund
dcaa27c5-be41-494c-aece-44e88a4a931a,Paul Fletcher,Liberal Party of Australia,Bradfield,2012-06-17,Asset,Other Asset,"Perpetual Wealth Focus Investment Finds - Perpetual's Smaller Companies Fund, Wilson Investment Fund Limited.","Perpetual Wealth Focus Investment Finds - Perpetual's Smaller Companies Fund, Wilson Investment Fund Limited.",Investment Funds,Deletion of specified investment funds.
8ed7e153-7004-4593-8b2a-ad1c8001d3a5,Paul Fletcher,Liberal Party of Australia,Bradfield,2012-08-08,Asset,Shares,P/ASX 200 Listed Property Fund or SPDR S,P/ASX 200 Listed Property Fund or SPDR S,Shares,Devizes Investments Pty Ltd no longer holds shares in the mentioned entities.
00779809-70f8-4da0-b1c5-ee10bb3b7b3a,Paul Fletcher,Liberal Party of Australia,Bradfield,2012-08-08,Asset,Shares,P/ASX 200 Fund,P/ASX 200 Fund,Shares,Devizes Investments Pty Ltd no longer holds shares in the mentioned entities.
ae3b316b-519c-454a-8f70-08142219ef65,Paul Fletcher,Liberal Party of Australia,Bradfield,2012-11-19,Asset,Other Asset,Griff-Dev Investments Pty Ltd ATF P&M Fletcher Superannuation Fund,Griff-Dev Investments Pty Ltd as Trustee of the P&M Fletcher Superannuation Fund,Superannuation Fund,Griff-Dev Investments Pty Ltd ATF P&M Fletcher Superannuation Fund
